sample-name,FUS NF1 PIM1 HRAS TIAM1 MEN1 MCF2 ALK TSC2 RARA SMAD4 ETS1 RAF1 AFF4 SRC BCL6 MYB APC LMO1 PAX5 KIT ROS1 RET SMAD2 WRN JUN AXL TAL2 NFKB2 FES BCR CSF1R CBFA2T2 SET NPM1 VHL NRAS MDM2 DCC MYC MYH11 BRCA1 RB1 LYL1 MAS1 BCL3 BRCA2 ERG TAL1 PTEN CDKN2A NOTCH1 EPS15 WT1 ERBB2 REL FGF3 LCK IL3 CBFB PBX1 TP53 BCL2 AKT2 PML EGFR LMO2 SKI NF2 DEK ABL1 KRAS RUNX1 ATM TP53 SRC APC FBXW7 EGFR ALK DDR2 CTNNB1 KRAS TERT AURKA HNF1A VHL PTPN11 PTEN ESR1 BRAF GNA11 KIT RHOA RET KDR FGFR1 GNAS FOXL2 SMAD4 PDGFRA SMARCB1 SMO IDH1 ERBB4 ERBB3 ROS1 FGFR2 MET IDH2 NRAS RB1 MLH1 STK11 CDH1 FGFR3 GNAQ HRAS CDK4 MAP2K1 H3F3A AKT1 PIK3R1 NOTCH1 CDKN2A ATM TP53 SRC APC FBXW7 EGFR ALK DDR2 CTNNB1 KRAS TERT AURKA HNF1A VHL PTPN11 PTEN ESR1 BRAF GNA11 KIT RHOA RET KDR FGFR1 GNAS FOXL2 SMAD4 PDGFRA SMARCB1 SMO IDH1 ERBB4 ERBB3 ROS1 FGFR2 MET IDH2 NRAS RB1 MLH1 STK11 CDH1 FGFR3 GNAQ HRAS CDK4 MAP2K1 H3F3A AKT1 PIK3R1 NOTCH1 CDKN2A
NexteraCap-IDT-1501199,42.2889145186 42.4559250741 43.7766196291 43.7003452873 42.4907479817 42.9805719736 43.2386797934 42.2840808515 42.7463770713 42.4603527652 42.5460669662 41.596282473 43.1129674593 42.0285690479 42.3097869232 41.5423518699 42.2995084015 41.3786420392 43.5428000832 42.5712291856 42.9636313487 42.919590337 43.1408996245 42.5194162287 43.5657224012 44.7354345859 42.6775495299 40.6891682692 43.5355358815 42.1688146283 42.3898936415 41.4629053111 42.7498018269 43.6533971922 42.8550361093 47.2756007762 44.6500251661 42.3118885878 42.7409188886 41.1305708459 42.2392072691 41.7143459892 43.7680720565 46.1893737801 40.6633201212 46.0969647726 41.8914334526 42.5940224508 44.3226819477 44.5887921596 49.6717314885 43.8311199795 43.2846956363 43.0363943031 42.4039814848 42.0896472909 45.8660062149 41.4316530384 41.0844905742 48.3734449875 42.2677850139 42.4517031875 41.4652629025 41.8420843308 41.3629780944 42.2489856324 45.4938315416 44.1609742615 43.2784423604 42.9902955738 41.8873190661 42.7163853275 46.1383075349 42.8841442136 42.4517031875 42.3097869232 41.3786420392 41.53710707 42.2489856324 42.2840808515 42.4006957044 41.9998701021 42.7163853275 45.7250474752 42.6461040976 41.0089706361 47.2756007762 42.8510688866 44.5887921596 43.5077117393 43.2175583442 44.39525685 42.9636313487 43.3890596672 43.1408996245 42.8094936833 41.8897315836 42.8227907448 54.9775842718 42.5460669662 42.7820287814 42.40922524 42.2422974175 43.3178736904 42.7814938433 42.1091107689 42.919590337 42.5869091142 42.2043549042 42.0064172865 44.6500251661 43.7680720565 42.9178296568 45.0875291358 42.1344999005 45.0672999372 42.6232504685 43.7003452873 41.9939730222 43.6891598996 41.4124816626 42.4589859507 42.3069653714 43.8311199795 49.6717314885 42.8841442136 42.4517031875 42.3097869232 41.3786420392 41.53710707 42.2489856324 42.2840808515 42.4006957044 41.9998701021 42.7163853275 45.7250474752 42.6461040976 41.0089706361 47.2756007762 42.8510688866 44.5887921596 43.5077117393 43.2175583442 44.39525685 42.9636313487 43.3890596672 43.1408996245 42.8094936833 41.8897315836 42.8227907448 54.9775842718 42.5460669662 42.7820287814 42.40922524 42.2422974175 43.3178736904 42.7814938433 42.1091107689 42.919590337 42.5869091142 42.2043549042 42.0064172865 44.6500251661 43.7680720565 42.9178296568 45.0875291358 42.1344999005 45.0672999372 42.6232504685 43.7003452873 41.9939730222 43.6891598996 41.4124816626 42.4589859507 42.3069653714 43.8311199795 49.6717314885
NexteraCap-IDT-GIAB,42.3526846266 42.9872609598 44.4545970159 44.3216694971 42.1405041556 42.1071830099 43.7997225523 42.659867595 43.0854613453 43.5662824145 43.1209909257 43.0978863602 42.8088362917 42.4755281389 42.755358615 41.7257431756 42.6958037781 41.5514221904 44.7996655044 43.0509413889 42.3118532954 43.0693231438 43.1251977087 42.660331368 43.5471994193 44.8059738771 43.0865971485 43.1602965482 42.8093571796 42.221556204 43.3415573979 42.4176944985 43.4228067442 42.1013909846 43.8734889782 46.5760965465 42.6838586006 42.5238855098 43.3514259523 41.1519730635 42.4707593136 42.0745091534 44.5091543149 44.4474642195 42.006583683 46.6588998281 41.6146330293 42.9197318393 47.3828311721 42.4935030548 47.9259962429 44.2474624684 43.766638524 47.0843290213 42.676331789 42.549202713 46.8329496932 42.1317523366 43.1192197392 49.2893656014 43.4109602369 43.0553500225 40.9651818403 42.6901848289 41.6523969876 42.9214931169 46.3746172296 46.093517445 42.815271299 43.0764476392 42.4521055058 41.6864837992 45.4921937136 42.8469813596 43.0553500225 42.755358615 41.5514221904 42.3429167943 42.9214931169 42.659867595 42.4262953945 42.4889133194 41.6864837992 46.6387128375 42.0356328566 41.9690423244 46.5760965465 43.05391101 42.4935030548 43.8499168162 43.0805998884 44.76884751 42.3118532954 41.9833691127 43.1251977087 43.9126000959 42.2889917342 43.7702042638 52.7930710822 43.1209909257 42.2722812036 42.9111618119 42.0620109153 43.023939046 43.6284498454 42.5085410874 43.0693231438 42.2901668399 42.2917532988 44.0672413075 42.6838586006 44.5091543149 43.1218848106 44.9677459813 43.1251532253 44.2590906325 42.5707478848 44.3216694971 42.1134178271 43.6624799774 42.0796489058 42.0733894309 42.7531536019 44.2474624684 47.9259962429 42.8469813596 43.0553500225 42.755358615 41.5514221904 42.3429167943 42.9214931169 42.659867595 42.4262953945 42.4889133194 41.6864837992 46.6387128375 42.0356328566 41.9690423244 46.5760965465 43.05391101 42.4935030548 43.8499168162 43.0805998884 44.76884751 42.3118532954 41.9833691127 43.1251977087 43.9126000959 42.2889917342 43.7702042638 52.7930710822 43.1209909257 42.2722812036 42.9111618119 42.0620109153 43.023939046 43.6284498454 42.5085410874 43.0693231438 42.2901668399 42.2917532988 44.0672413075 42.6838586006 44.5091543149 43.1218848106 44.9677459813 43.1251532253 44.2590906325 42.5707478848 44.3216694971 42.1134178271 43.6624799774 42.0796489058 42.0733894309 42.7531536019 44.2474624684 47.9259962429
NexteraCap-Roche-0720ME25,42.7159608507 45.7566508401 48.5611985472 43.7429157162 43.9176601343 43.7378655489 45.9140407434 43.8489860087 44.8985224682 44.9072236377 41.5484470471 42.2535646742 44.9648276027 45.6152883294 47.6664121797 45.9862147944 43.8901512457 43.7500383653 44.4794433071 41.1744330031 46.3700839071 45.7417007791 46.1002877796 43.7496659896 42.2106333649 43.8188562982 44.0698622392 42.6981449021 45.7387752472 44.563639839 43.9435616011 43.6414603551 44.2426754077 45.52785672 42.0146520147 48.2966353678 48.4056603774 42.2460668633 42.6603287495 42.9373129766 43.8011405569 42.8455456269 44.4423904302 47.6921137093 43.2177877707 49.5183748339 44.0314619322 43.876364615 49.6481708563 43.2096811312 56.8782999787 46.0016390328 45.5467971355 48.8216389579 42.446617197 43.1119382022 46.6824107143 42.8814891568 46.6041943183 49.7023460411 48.1521625655 44.5793420198 42.7489436329 45.9577562112 41.9764990756 44.9104331361 42.2790590223 51.7080079913 45.762614419 50.0078105781 42.8033072835 43.7190605239 47.9209995242 45.4071552338 44.5793420198 47.6664121797 43.7500383653 44.0868170974 44.9104331361 43.8489860087 45.4175376047 43.8854394533 43.7190605239 50.5772807125 39.8184009406 43.6539475855 48.2966353678 43.386796717 43.2096811312 43.8103797031 43.7844958564 46.3456839612 46.3700839071 46.0439446367 46.1002877796 45.0224682938 45.2304568694 45.890645233 56.8272994129 41.5484470471 44.5998838364 45.302580669 42.6964690746 46.8867122248 44.6731414543 44.7330620406 45.7417007791 42.7402861081 44.9843223778 46.8044982518 48.4056603774 44.4423904302 47.2915169661 46.590913683 45.0654201606 46.0165577292 45.8152820184 43.7429157162 46.6618219996 45.1375063595 47.5127388535 45.7590028292 43.0592374214 46.0016390328 56.8782999787 45.4071552338 44.5793420198 47.6664121797 43.7500383653 44.0868170974 44.9104331361 43.8489860087 45.4175376047 43.8854394533 43.7190605239 50.5772807125 39.8184009406 43.6539475855 48.2966353678 43.386796717 43.2096811312 43.8103797031 43.7844958564 46.3456839612 46.3700839071 46.0439446367 46.1002877796 45.0224682938 45.2304568694 45.890645233 56.8272994129 41.5484470471 44.5998838364 45.302580669 42.6964690746 46.8867122248 44.6731414543 44.7330620406 45.7417007791 42.7402861081 44.9843223778 46.8044982518 48.4056603774 44.4423904302 47.2915169661 46.590913683 45.0654201606 46.0165577292 45.8152820184 43.7429157162 46.6618219996 45.1375063595 47.5127388535 45.7590028292 43.0592374214 46.0016390328 56.8782999787
NexteraCap-Roche-110465,43.254516471 42.2613504001 46.3900921517 42.6362199519 41.9189836794 42.5183095493 46.3393118786 43.8615128495 44.3053712304 42.1141664563 47.7637559058 47.6143402062 43.3599866296 43.9747527534 43.3375748238 43.0894232485 42.7224510699 43.0169844841 41.9968273591 46.7434656238 46.0658230159 44.7995591276 43.9531865635 46.6388976585 46.3325702076 41.6307789651 43.1843392498 41.6391603369 44.3831207159 43.4436814567 43.5786060745 42.3133701633 42.737052568 44.4351602808 38.2369439072 48.8615545123 47.6582086712 39.7710622711 43.0168705758 41.766873058 43.1423035167 41.5715900241 45.1888546658 51.6370414529 41.420333923 43.4112056557 44.7613879505 43.0419132184 51.4083464686 40.1281086513 51.7003726287 43.7909689462 42.710464223 50.3781985871 43.8835207163 44.4471144104 46.6153316561 42.8933223545 40.833736051 47.5022975078 43.2019486247 42.5015630138 52.446126597 43.5061012505 42.7093788206 43.1602210835 43.2243455521 47.8306029203 43.3131308735 46.3512696493 42.5605878498 43.5943287037 44.5743204785 43.433334065 42.5015630138 43.3375748238 43.0169844841 42.2817376387 43.1602210835 43.8615128495 43.9622728823 43.8317099216 43.5943287037 44.7380522944 43.8991796283 43.253658295 48.8615545123 41.0012242144 40.1281086513 41.638274142 48.4614285714 44.9278625205 46.0658230159 43.2714240706 43.9531865635 42.0282244194 43.1648441841 43.3487732586 54.3948815567 47.7637559058 42.5591634591 44.1049345273 44.257383154 42.843909465 43.6686011517 41.4867105861 44.7995591276 42.6561202274 44.4190334411 43.2933819923 47.6582086712 45.1888546658 44.9434021876 46.2642143366 43.5476452637 43.7916283544 42.3869657854 42.6362199519 43.8888612247 43.0725793793 40.9699404762 41.5649372784 41.6803954364 43.7909689462 51.7003726287 43.433334065 42.5015630138 43.3375748238 43.0169844841 42.2817376387 43.1602210835 43.8615128495 43.9622728823 43.8317099216 43.5943287037 44.7380522944 43.8991796283 43.253658295 48.8615545123 41.0012242144 40.1281086513 41.638274142 48.4614285714 44.9278625205 46.0658230159 43.2714240706 43.9531865635 42.0282244194 43.1648441841 43.3487732586 54.3948815567 47.7637559058 42.5591634591 44.1049345273 44.257383154 42.843909465 43.6686011517 41.4867105861 44.7995591276 42.6561202274 44.4190334411 43.2933819923 47.6582086712 45.1888546658 44.9434021876 46.2642143366 43.5476452637 43.7916283544 42.3869657854 42.6362199519 43.8888612247 43.0725793793 40.9699404762 41.5649372784 41.6803954364 43.7909689462 51.7003726287
NexteraCap-Roche-1501199,46.2073313812 44.7734380631 44.0463910388 44.1888387536 42.6269460684 44.7877890574 46.268936286 44.6134921842 45.0003595729 42.1156756619 41.7525491537 43.3260800041 44.9817155272 44.3293761116 45.4694155373 44.2551486972 43.8622303257 41.4573044281 44.7353956378 44.0620995054 43.2784818383 43.7260401541 43.3364376676 47.3965116018 44.1925434891 45.5712715906 43.4415923052 43.1533900575 43.8970334657 44.9601176973 43.7790642488 42.9872601791 43.8944565534 44.7421837422 47.256043956 47.2051723924 45.4013324737 46.3873668361 45.9236143839 43.271636024 43.5554856322 43.7466551336 44.2728777259 50.3672812056 41.7886781676 48.0869656233 44.7582087445 44.3499014878 49.6311027754 46.8029325841 47.0278113123 44.2853726875 46.018035573 47.3481761445 44.9992643046 45.5732718339 46.8268030223 43.6213710026 40.3758121078 53.1330812956 44.9538825231 42.2543400633 46.0820343964 44.6276866207 42.8430779167 43.0631555057 43.6470452662 44.4880469601 43.0439972653 40.7118140244 42.1373866941 45.5756365741 47.2616673196 43.0279500641 42.2543400633 45.4694155373 41.4573044281 43.602756156 43.0631555057 44.6134921842 44.4812322508 45.861887023 45.5756365741 45.4640863135 42.7204441036 43.3798206735 47.2051723924 46.4059942763 46.8029325841 43.9417603605 45.5948681397 46.5375475539 43.2784818383 43.1285749146 43.3364376676 44.3918963173 43.4577605589 45.3607181881 50.631163567 41.7525491537 43.3755365324 43.3340351073 42.9969771693 42.9301946566 43.8532800805 44.5234340353 43.7260401541 42.1123912813 41.4456942177 46.3354241752 45.4013324737 44.2728777259 42.7691898241 47.0647954915 44.10096708 46.5845341015 44.5428775952 44.1888387536 44.6977191971 44.710667473 43.5630630631 44.9742502585 41.1405152907 44.2853726875 47.0278113123 43.0279500641 42.2543400633 45.4694155373 41.4573044281 43.602756156 43.0631555057 44.6134921842 44.4812322508 45.861887023 45.5756365741 45.4640863135 42.7204441036 43.3798206735 47.2051723924 46.4059942763 46.8029325841 43.9417603605 45.5948681397 46.5375475539 43.2784818383 43.1285749146 43.3364376676 44.3918963173 43.4577605589 45.3607181881 50.631163567 41.7525491537 43.3755365324 43.3340351073 42.9969771693 42.9301946566 43.8532800805 44.5234340353 43.7260401541 42.1123912813 41.4456942177 46.3354241752 45.4013324737 44.2728777259 42.7691898241 47.0647954915 44.10096708 46.5845341015 44.5428775952 44.1888387536 44.6977191971 44.710667473 43.5630630631 44.9742502585 41.1405152907 44.2853726875 47.0278113123
NexteraCap-Roche-GIAB,42.2831996536 43.7031331012 44.7007699091 43.0001125972 43.4138596769 41.2054342149 45.1959876191 42.7831626589 44.0692657889 40.4092561996 41.8354117653 42.8798979865 42.4493185487 42.7571620169 41.349504162 42.0584695679 42.3866565594 39.9846825504 49.0654786755 45.7418329337 42.9745310936 45.4087711807 43.9879685341 44.147016948 41.9145137492 43.2479948111 44.4602404648 39.1520910242 40.520222149 44.6638239982 44.2565172362 45.589651065 42.7009751487 47.9616767354 42.5659395973 50.9132417965 46.3100250627 46.2095571593 43.0004972573 41.0208173862 43.7471413632 41.5432671893 43.0210246914 45.0555512234 42.3280888265 44.4582356091 43.3944883291 40.5238026761 49.6826255996 43.6802153468 48.9569117323 44.0732868749 39.9957435678 48.7520124735 43.0591276915 45.8951448465 50.3019250253 44.4788935312 48.4080842249 49.3387080229 42.8252379602 44.0574942499 42.9355690907 41.7908043908 41.9378375394 43.0717502253 42.4007683434 46.4536893873 43.6472319854 42.4788937409 43.2663791785 40.8598039216 48.2878903735 46.2889710947 44.0574942499 41.349504162 39.9846825504 39.6685537371 43.0717502253 42.7831626589 44.2580792368 43.024643667 40.8598039216 47.4099319995 43.4695043511 42.7657050437 50.9132417965 41.7688485733 43.6802153468 44.2174673609 45.4273464658 44.6063649988 42.9745310936 42.6813920012 43.9879685341 43.063119615 42.8509228848 42.9211099796 45.6877866667 41.8354117653 43.1092627006 43.9129911695 42.0030098185 40.5841675734 43.6969218544 43.327629112 45.4087711807 44.3458029614 41.6061928252 42.6656574656 46.3100250627 43.0210246914 43.401004318 47.4883063938 43.5257834544 45.9055773069 41.920029313 43.0001125972 46.2440331972 42.6402217046 45.115497076 42.9910644794 42.7348805188 44.0732868749 48.9569117323 46.2889710947 44.0574942499 41.349504162 39.9846825504 39.6685537371 43.0717502253 42.7831626589 44.2580792368 43.024643667 40.8598039216 47.4099319995 43.4695043511 42.7657050437 50.9132417965 41.7688485733 43.6802153468 44.2174673609 45.4273464658 44.6063649988 42.9745310936 42.6813920012 43.9879685341 43.063119615 42.8509228848 42.9211099796 45.6877866667 41.8354117653 43.1092627006 43.9129911695 42.0030098185 40.5841675734 43.6969218544 43.327629112 45.4087711807 44.3458029614 41.6061928252 42.6656574656 46.3100250627 43.0210246914 43.401004318 47.4883063938 43.5257834544 45.9055773069 41.920029313 43.0001125972 46.2440331972 42.6402217046 45.115497076 42.9910644794 42.7348805188 44.0732868749 48.9569117323
NexteraCap-Twist-0720ME25,43.0801987293 43.5039839092 45.7509132324 44.2331710957 42.4761196395 42.6229958695 43.7138921106 43.1523472661 43.3801799887 42.8486167052 43.1790655919 43.8436230588 43.710071485 43.2123353702 44.1884882721 42.6524685299 42.8585215536 41.5933416483 44.8981143656 44.0261334443 43.4085964279 42.9463243993 44.1640082478 43.5106593985 43.4666876126 47.0374601439 43.0116610498 42.3575674517 44.3133889366 43.5657976967 43.3440369722 42.7003282196 43.2516268984 44.5549680123 43.6580204999 49.9730342835 44.2092838648 42.5414969575 43.0207347761 41.2624281294 43.0801431984 42.2913343478 45.3000334632 46.7009711004 41.0099885963 48.1927003402 42.1715158858 43.0305268286 49.9022004138 43.9309800769 51.4279561722 44.7372770263 43.7461218859 45.9471094241 43.1180302172 42.7248025236 47.965018927 42.2933409177 42.7217100705 49.5319202437 43.4615036321 43.2431067417 45.7015449751 42.5137099948 42.6441976944 43.1122783121 47.0570418277 47.7255828676 43.2888979847 43.1848406016 42.8139271308 43.2376952767 47.9595210621 43.5322740247 43.2431067417 44.1884882721 41.5933416483 43.1430734241 43.1122783121 43.1523472661 42.9932597393 42.398401748 43.2376952767 47.1506246463 43.1326813511 41.4809385423 49.9730342835 43.7595483403 43.9309800769 44.5503376169 44.7091633227 45.2899525308 43.4085964279 44.5510515952 44.1640082478 43.78257676 42.7381023647 45.2676458987 51.5514142951 43.1790655919 42.9344351773 43.7252400943 42.2144369939 43.8457646537 43.5374245811 42.8129774326 42.9463243993 43.2661601161 42.3544564281 45.3596454968 44.2092838648 45.3000334632 43.490718027 44.7750130555 43.3239664251 45.7843670388 44.2550009546 44.2331710957 42.601596181 43.1204734218 43.5353102033 42.781611198 43.1822951765 44.7372770263 51.4279561722 43.5322740247 43.2431067417 44.1884882721 41.5933416483 43.1430734241 43.1122783121 43.1523472661 42.9932597393 42.398401748 43.2376952767 47.1506246463 43.1326813511 41.4809385423 49.9730342835 43.7595483403 43.9309800769 44.5503376169 44.7091633227 45.2899525308 43.4085964279 44.5510515952 44.1640082478 43.78257676 42.7381023647 45.2676458987 51.5514142951 43.1790655919 42.9344351773 43.7252400943 42.2144369939 43.8457646537 43.5374245811 42.8129774326 42.9463243993 43.2661601161 42.3544564281 45.3596454968 44.2092838648 45.3000334632 43.490718027 44.7750130555 43.3239664251 45.7843670388 44.2550009546 44.2331710957 42.601596181 43.1204734218 43.5353102033 42.781611198 43.1822951765 44.7372770263 51.4279561722
NexteraCap-Twist-110465,43.6833499633 43.6577670115 44.8712303654 44.5924167306 42.8385331416 43.3209445667 43.9333639065 43.2878404752 43.515597 43.1085600947 42.7913665289 42.7639015998 43.5085559428 42.4417154138 43.9703511363 41.98747787 43.4497321043 41.7263627729 46.0735951882 43.9082181467 43.5070518247 43.0079350321 44.0809576333 43.3517426064 43.8015511425 45.4644163944 43.046895811 42.8250379845 44.8928651912 42.7389600323 43.6436846266 42.6285860593 43.0393792468 43.8715375139 44.4352011017 48.9824955797 43.9069159757 43.3164576531 43.104882827 41.8370033962 42.9313846214 42.5432174237 44.0114413574 47.2128079333 40.9688378612 48.8300855993 41.9013016229 43.0374746167 45.9386225497 43.7601203434 49.4765951776 44.3465439908 43.5308606167 48.0037918346 43.0367423665 42.0416789123 46.8842417413 41.902012296 42.9949271688 49.4217244626 43.3960265839 43.2389002934 46.6733754927 42.932747802 42.7952356463 43.0729556436 42.6607098976 47.8198426077 43.5298190564 43.4872712161 42.9974894263 44.8351278999 47.8925698947 43.4152320908 43.2389002934 43.9703511363 41.7263627729 43.0568669667 43.0729556436 43.2878404752 42.6137890547 42.953440755 44.8351278999 46.3184145441 42.6673377734 41.6058649267 48.9824955797 43.899097334 43.7601203434 43.906405642 45.3410071797 45.3970046399 43.5070518247 44.766020416 44.0809576333 43.8706060727 42.5931151347 43.947231886 54.6822483735 42.7913665289 43.0714284566 44.0831418683 42.2884650029 42.9483027412 44.0585715936 42.9057799056 43.0079350321 42.8517345669 42.7193411467 43.0846440646 43.9069159757 44.0114413574 43.1477441523 45.4536149847 43.5354315609 45.7385979377 43.4149728532 44.5924167306 42.5820041722 43.7799534506 42.7293140238 42.5196413642 42.7992121028 44.3465439908 49.4765951776 43.4152320908 43.2389002934 43.9703511363 41.7263627729 43.0568669667 43.0729556436 43.2878404752 42.6137890547 42.953440755 44.8351278999 46.3184145441 42.6673377734 41.6058649267 48.9824955797 43.899097334 43.7601203434 43.906405642 45.3410071797 45.3970046399 43.5070518247 44.766020416 44.0809576333 43.8706060727 42.5931151347 43.947231886 54.6822483735 42.7913665289 43.0714284566 44.0831418683 42.2884650029 42.9483027412 44.0585715936 42.9057799056 43.0079350321 42.8517345669 42.7193411467 43.0846440646 43.9069159757 44.0114413574 43.1477441523 45.4536149847 43.5354315609 45.7385979377 43.4149728532 44.5924167306 42.5820041722 43.7799534506 42.7293140238 42.5196413642 42.7992121028 44.3465439908 49.4765951776
NexteraCap-Twist-1501199,44.411509854 44.5559236092 46.2261127417 44.6806980688 43.6037010645 43.7758379951 45.1937236251 43.8101037948 44.0564861786 43.7061657512 44.0669774125 43.7608155631 44.1170770204 43.7174754295 45.4534875992 43.7696808592 44.2016615584 42.5417590287 46.2192920358 44.2895550079 44.6222722922 44.1178648626 44.6498533155 44.6484390041 44.757179411 47.8901608906 43.7497637065 43.2489187775 44.7192843331 43.8932279042 44.7223359776 43.794366551 44.603802379 44.9744345332 45.5060119292 48.2412285319 44.9671891216 43.802781994 44.0691702883 42.8812895398 43.7961476662 43.4180574711 45.7077423337 47.4371452782 42.057628956 48.1780924624 43.189106917 43.9861490549 51.1305569297 44.7381704564 52.3261095083 45.4765153752 44.6692324695 48.3367732598 44.0855469944 43.9431737437 49.3090593808 42.6596736153 44.6379616773 49.9022429803 44.3444477016 43.9360273899 44.4146869936 43.367981543 43.3339991678 44.3087711136 48.1987142603 47.9440420177 45.157007494 44.8358373432 43.8279504722 45.1929320471 48.5410337819 44.5615902726 43.9360273899 45.4534875992 42.5417590287 44.1689843492 44.3087711136 43.8101037948 43.5587821908 43.6533725425 45.1929320471 48.9603492214 43.8271908278 41.9575498183 48.2412285319 45.3074587691 44.7381704564 45.1971835353 45.9146580562 46.3263799214 44.6222722922 44.3645714718 44.6498533155 44.5124780441 43.4635095902 44.4847672545 55.9059693337 44.0669774125 44.0706893734 44.2013128009 43.7988966471 44.7047586885 44.5055328664 44.1651932662 44.1178648626 43.6927782603 43.5505017142 44.837786833 44.9671891216 45.7077423337 44.2541414349 45.9366228445 44.6745589841 46.7768338655 45.3703804451 44.6806980688 44.1556260764 44.4613735242 43.9574135114 43.8164089278 44.0842376355 45.4765153752 52.3261095083 44.5615902726 43.9360273899 45.4534875992 42.5417590287 44.1689843492 44.3087711136 43.8101037948 43.5587821908 43.6533725425 45.1929320471 48.9603492214 43.8271908278 41.9575498183 48.2412285319 45.3074587691 44.7381704564 45.1971835353 45.9146580562 46.3263799214 44.6222722922 44.3645714718 44.6498533155 44.5124780441 43.4635095902 44.4847672545 55.9059693337 44.0669774125 44.0706893734 44.2013128009 43.7988966471 44.7047586885 44.5055328664 44.1651932662 44.1178648626 43.6927782603 43.5505017142 44.837786833 44.9671891216 45.7077423337 44.2541414349 45.9366228445 44.6745589841 46.7768338655 45.3703804451 44.6806980688 44.1556260764 44.4613735242 43.9574135114 43.8164089278 44.0842376355 45.4765153752 52.3261095083
NexteraCap-Twist-GIAB,43.6828833917 43.8491050806 46.1219372449 44.734299533 43.1493998279 43.0823321599 44.1122430476 43.7560192911 43.4175733052 42.8913767739 43.6140031039 43.5595570914 44.0978858426 42.7436759079 44.2553294842 42.6233025531 43.3824955344 42.1683488467 45.5879147843 44.9714594093 43.772499006 43.2028513507 44.2516070321 44.0320982627 43.9894379934 46.6237920017 43.2241630598 41.5958809416 45.2647992834 43.4881340202 43.8044574186 43.209155554 43.4069239111 43.5262181626 44.6166891442 48.384217504 44.8145937383 42.9421558009 43.4574954123 42.2610884525 43.1244013129 42.4966056114 45.3326862959 47.2439212154 41.7332847987 48.7680874645 42.3118682382 42.538685943 48.711651606 44.4619252406 49.3352200469 44.8218195437 43.8705576006 49.18788778 43.2707202365 43.0669949368 49.9437383974 41.8559576778 42.8142347086 50.0859596873 43.3143344538 43.5235382646 47.3762383621 43.4120502733 42.5558016491 43.2281631767 47.7746656453 47.6187951223 44.2681559465 43.924075793 42.8477822044 44.8569573722 48.3501996015 43.787979595 43.5235382646 44.2553294842 42.1683488467 43.4090448285 43.2281631767 43.7560192911 42.7742084056 43.1571832305 44.8569573722 46.8840066293 43.3682935073 41.7280549354 48.384217504 44.3382191067 44.4619252406 44.7776433407 45.3934397964 45.1525375015 43.772499006 43.8259733776 44.2516070321 43.8729254918 43.1891294746 43.9354710402 51.190855697 43.6140031039 42.7282500633 44.2077898348 42.760289544 43.824101777 44.0010782684 43.4332604823 43.2028513507 43.2997948665 43.1492480021 43.6138603298 44.8145937383 45.3326862959 43.6048853828 45.0982417456 43.8059112551 45.6419031359 44.4973498755 44.734299533 42.4015808988 43.4823841115 43.3831873598 43.7938346373 43.626230093 44.8218195437 49.3352200469 43.787979595 43.5235382646 44.2553294842 42.1683488467 43.4090448285 43.2281631767 43.7560192911 42.7742084056 43.1571832305 44.8569573722 46.8840066293 43.3682935073 41.7280549354 48.384217504 44.3382191067 44.4619252406 44.7776433407 45.3934397964 45.1525375015 43.772499006 43.8259733776 44.2516070321 43.8729254918 43.1891294746 43.9354710402 51.190855697 43.6140031039 42.7282500633 44.2077898348 42.760289544 43.824101777 44.0010782684 43.4332604823 43.2028513507 43.2997948665 43.1492480021 43.6138603298 44.8145937383 45.3326862959 43.6048853828 45.0982417456 43.8059112551 45.6419031359 44.4973498755 44.734299533 42.4015808988 43.4823841115 43.3831873598 43.7938346373 43.626230093 44.8218195437 49.3352200469
